Timestamp,To what extent do you follow the news of the day in general?,What sources do you follow the news of the day?,Province of residence,Living Location,age,gender,Last education degree,How much did you follow the news ten years ago?,"Ten years ago, what sources did you follow the news of the day more?","Apart from news and news programs, what do you follow more in the media?"
05/30/2022 10:47:33,much,"manoto, Instagram",Tehran,urban,35,male,high school diploma,some,"BBC, Voice of America",Other plans
05/30/2022 10:47:44,a little,"Iran International, manoto, Instagram",Tehran,urban,32,female,bachelor's degree,some,"BBC, Voice of America, Radio Farda","Sports Programs, Educational Programs, Art Programs, Comic Programs"
05/30/2022 10:47:48,much,"manoto, telegram, Twitter",Tehran,urban,24,male,master's degree,little,"BBC, Voice of America, Facebook","Movie and TV series, documentary programs, other apps"
05/30/2022 10:48:00,very much,manoto,Tehran,urban,40,male,associates degree,very much,Instagram,Comic programs
05/30/2022 10:48:17,very much,"Iran International, BBC, manoto, Instagram",Qazvin,urban,49,male,high school diploma,some,"Internal television, News websites",Sports programs
05/30/2022 10:48:21,very much,"Iran International, BBC, manoto, Radio Farda, Voice of America, Instagram, Telegram",Khuzestan,urban,23,female,bachelor's degree,some,"BBC, Voice of America, other satellite channels","Movie and Serial, Educational or Teaching Programs, Comic Programs, Lecture / Discussion / Dialogue"
05/30/2022 10:48:22,a little,"BBC, manoto, Instagram",Khorasan Razavi,urban,41,male,bachelor's degree,a lot,BBC,Comic programs
05/30/2022 10:48:31,very much,"Iran International, BBC, manoto, Voice of America, Instagram",Khorasan Razavi,urban,47,female,no high school diploma,very much,"BBC, Voice of America","Movie and Serial, Comic Programs"
05/30/2022 10:49:48,much,"Iran International, manoto, Instagram",Tehran,urban,34,female,bachelor's degree,some,"Radio Farda, other satellite channels, Facebook, Instagram","Movie and Serial, Comic Programs, Cooking Programs"
05/30/2022 10:49:52,very much,"Iran International, BBC, manoto, Radio Farda, Voice of America, Instagram, Telegram, Twitter",Ilam,urban,32,male,bachelor's degree,very much,"Internal television, Internal Newspapers","Sports programs, documentary programs, lectures / discussions / dialogue, other programs"
05/30/2022 10:50:48,much,"Iran International, Instagram",Esfahan,rural,37,male,high school diploma,very much,"BBC, Voice of America, Facebook","Movie and TV series, sports programs"
05/30/2022 10:51:35,very much,"Iran International, BBC, manoto, Instagram, Telegram, WhatsApp, Twitter",Tehran,urban,30,female,high school diploma,a lot,"Internal newspapers, BBC, Voice of America, Facebook","Movie and TV series, sports programs, documentary programs"
05/30/2022 10:51:47,much,"Iran International, manoto, Radio Farda, Instagram",Tehran,urban,50,female,high school diploma,some,Internal newspapers,"Movie and Serial, Documentary Programs"
05/30/2022 10:52:08,much,"Iran International, Manoto",Tehran,urban,33,male,high school diploma,some,national television,"Movie and TV series, sports programs, comic programs"
05/30/2022 10:52:17,very much,"Iran International, manoto, Voice of America, Instagram",Tehran,urban,42,female,pdh and above,some,Voice of America,"Religious programs, cooking programs"
05/30/2022 10:52:18,very much,"manoto, radio, Voice of America",Tehran,urban,16,male,no high school diploma,not at all,,Other plans
05/30/2022 10:53:08,very little,"Iran International, manoto, Instagram",Western Azerbaijan,urban,31,female,bachelor's degree,some,"BBC, Voice of America","Movie and TV series, documentary programs, comic programs"
05/30/2022 10:53:27,much,Iran International,Esfahan,urban,40,male,no high school diploma,some,Facebook,Comic programs
05/30/2022 10:53:52,a little,manoto,Tehran,urban,16,male,no high school diploma,little,"Internal television, Internal Newspapers",Movie and Serial
05/30/2022 10:54:16,a little,"manoto, Radio Farda, Voice of America, Instagram",Tehran,urban,34,female,high school diploma,very much,"BBC, Voice of America, Radio Farda, other satellite channels","Movies and TV series, sports programs, documentary programs, lectures / discussions / conversation"
05/30/2022 10:54:32,very much,"Iran International, manoto, Instagram",Tehran,urban,47,female,master's degree,a lot,"BBC, other satellite channels","Art programs, documentary programs, comic programs, lectures / discussions / dialogue"
05/30/2022 10:55:18,very much,"manoto, Instagram, Telegram, WhatsApp, Twitter, Facebook",Tehran,urban,16,male,no high school diploma,some,national television,Movie and Serial
05/30/2022 10:56:01,much,Instagram,Esfahan,urban,33,male,high school diploma,a lot,"Other satellite channels, Instagram",Other plans
05/30/2022 10:57:13,much,"manoto, Instagram, Telegram",Semnan,rural,37,female,high school diploma,a lot,national television,Sports programs
05/30/2022 10:57:25,very much,"Iran International, manoto, Instagram, Twitter",Tehran,urban,25,male,bachelor's degree,some,"BBC, Instagram","Movie and TV series, documentary programs, cooking programs, lectures / discussions / conversation"
05/30/2022 10:57:36,very much,"Iran International, manoto, Radio Farda, Voice of America, other satellite channels, Instagram",Tehran,urban,39,female,associates degree,some,"BBC, Voice of America, Radio Farda, Other Satellite Channels, Instagram","Movies and Serials, Sports Programs, Educational Programs, Art Programs, Documentary Programs, Comic Programs, Cooking Programs, Child Programs, Lecture / Discussion / Dialogue"
05/30/2022 10:59:14,much,"manoto, Instagram",Tehran,urban,29,female,bachelor's degree,some,national television,"Movie and TV series, sports programs, comic programs"
05/30/2022 11:01:12,very much,manoto,Kordestan,rural,25,male,associates degree,very little,Voice of America,Movie and Serial
05/30/2022 11:02:41,much,"Instagram, Telegram",Khorasan Razavi,urban,40,male,no high school diploma,some,Other satellite channels,Sports programs
05/30/2022 11:02:47,very much,"Iran International, manoto, Radio Fardaorda",Tehran,urban,43,female,associates degree,a lot,"Voice of America, Radio Farda","Movie and TV series, documentary programs, cooking programs, lectures / discussions / conversation"
05/30/2022 11:03:11,a little,manoto,Tehran,urban,20,male,high school diploma,very little,BBC,Sports programs
05/30/2022 11:03:13,much,"Iran International, manoto, Instagram, Telegram",Tehran,urban,24,female,bachelor's degree,a lot,"BBC, Voice of America, Radio Farda, Other Satellite Channels, Instagram",Movie and Serial
05/30/2022 11:04:53,very much,"BBC, manoto",Bushehr,urban,30,male,master's degree,very much,BBC,None
05/30/2022 11:05:50,very much,"manoto, other satellite channels, Instagram",Alborz,urban,40,female,associates degree,very little,"Internal television, Internal Newspapers",Movie and Serial
05/30/2022 11:06:21,very much,"national television, Iran International, manoto, Instagram",Tehran,urban,32,male,high school diploma,little,"Internal television, Internal Newspapers","Movie and Serial, Comic Programs"
05/30/2022 11:08:56,a little,"Iran International, manoto, Instagram",North Khorasan,urban,31,female,pdh and above,little,BBC,Educational programs
05/30/2022 11:09:39,very much,"Iran International, Manoto",Tehran,urban,36,male,associates degree,not at all,,"Movie and Serial, Comic Programs"
05/30/2022 11:09:43,a little,manoto,Esfahan,urban,29,male,high school diploma,some,"Other satellite channels, Instagram","Sports programs, documentary programs, comic programs"
05/30/2022 11:09:55,very much,manoto,Alborz,urban,44,female,bachelor's degree,very little,Voice of America,"Movie and Serials, Educational or Teaching Programs, Comic Programs"
05/30/2022 11:12:18,very much,"Iran International, manoto, Instagram",Tehran,urban,42,female,master's degree,very much,"BBC, Voice of America, other satellite channels","Movies and Serials, Educational or Lesson Programs, Cooking Programs, Baby Programs"
05/30/2022 11:13:07,much,"manoto, Instagram",Tehran,urban,40,male,high school diploma,very much,"Internal television, Facebook",None
05/30/2022 11:14:03,a little,manoto,Tehran,urban,20,female,high school diploma,very little,national television,"Movies and TV series, art programs, documentary programs, cooking programs"
05/30/2022 11:14:35,very much,Voice of America,Western Azerbaijan,urban,38,female,bachelor's degree,some,BBC,Movie and Serial
05/30/2022 11:14:48,much,"Iran International, BBC, manoto, Voice of America, Instagram",Tehran,urban,16,female,no high school diploma,very little,national television,"Movies and TV series, art programs, documentary programs, comic programs, cooking programs, lectures / discussions / conversation"
05/30/2022 11:14:50,very much,"manoto, Twitter",Tehran,urban,36,male,master's degree,some,Voice of America,"Documentary Programs, Comic Programs, Speech / Discussion / Dialogue"
05/30/2022 11:15:08,very much,"manoto, other satellite channels, Instagram",Western Azerbaijan,urban,42,male,no high school diploma,a lot,Other satellite channels,"Movie and TV series, art programs, documentary programs, comic programs, lectures / discussions / conversation"
05/30/2022 11:16:28,very much,"Iran International, manoto, Voice of America, Instagram, Telegram",Tehran,urban,44,male,bachelor's degree,very much,"BBC, Voice of America, News websites, other satellite channels, blogs","Movie & Serial, Lecture / Discussion / Dialogue"
05/30/2022 11:17:05,much,"manoto, Instagram",Fars,urban,36,female,bachelor's degree,little,Voice of America,"Educational or Teaching Programs, Documentary Programs"
05/30/2022 11:17:56,much,"Iran International, manoto, Telegram",Chaharmahal va Bakhtiari,rural,35,male,master's degree,some,"BBC, Voice of America","Documentary programs, comic programs"
05/30/2022 11:18:58,very much,"Iran International, manoto, Voice of America, Instagram",Markazi,urban,20,female,bachelor's degree,some,"Voice of America, other satellite channels, Instagram",Sports programs
05/30/2022 11:19:18,very much,"Iran International, BBC, Voice of America, Instagram",Tehran,urban,46,male,master's degree,a lot,"BBC, Voice of America, Radio Farda, Facebook","Movie and Serial, Sports Programs, Documentary Programs, Comic Programs, Lecture / Discussion / Dialogue"
05/30/2022 11:19:32,a little,"Iran International, manoto, Instagram",Khuzestan,urban,39,female,bachelor's degree,a lot,"BBC, radio farda, Instagram","Movie and TV series, documentary programs, comic programs"
05/30/2022 11:19:48,much,"BBC, manoto, Radio Farda, Voice of America, Instagram, Telegram",Khuzestan,urban,32,female,bachelor's degree,little,national television,"Movie and TV series, documentary programs, comic programs, cooking programs, baby programs"
05/30/2022 11:19:55,much,"Iran International, BBC, manoto, Instagram",Fars,urban,43,male,bachelor's degree,a lot,"BBC, Voice of America, Radio Farda","Movie and TV series, documentary programs, comic programs, cooking programs, baby programs"
05/30/2022 11:20:17,very much,manoto,Esfahan,urban,28,male,high school diploma,very little,national television,Sports programs
05/30/2022 11:20:19,very much,"Iran International, BBC, manoto, Instagram, Telegram, Twitter",Alborz,urban,29,male,bachelor's degree,a lot,"BBC, Instagram","Movies and Serials, Educational or Teaching Programs, Art Programs, Comic Programs"
05/30/2022 11:22:03,very much,manoto,Chaharmahal va Bakhtiari,urban,30,male,high school diploma,very much,"BBC, Voice of America, Radio Farda","Movie and TV series, documentary programs, comic programs"
05/30/2022 11:23:53,a little,Instagram,Alborz,urban,34,female,bachelor's degree,very much,"Internal newspapers, BBC, other","Sports programs, comic programs"
05/30/2022 11:23:54,much,manoto,Tehran,urban,40,male,master's degree,very much,BBC,"Movies and TV series, art programs, documentary programs, comic programs, cooking programs"
05/30/2022 11:24:01,very much,"Iran International, manoto, Instagram, Telegram",Khuzestan,urban,40,female,master's degree,a lot,"BBC, Voice of America, Blogs","Movie and TV series, documentary programs, comic programs"
05/30/2022 11:24:37,very much,"manoto, other satellite channels, Instagram",Fars,urban,35,female,other,little,Other,"Movie and Serial, Comic Programs, Cooking Programs, Baby Programs"
05/30/2022 11:24:46,very much,"Iran International, Manoto",Gilan,rural,25,male,bachelor's degree,a lot,BBC,"Movie and TV series, sports programs"
05/30/2022 11:25:14,much,"Iran International, manoto, Instagram",Tehran,urban,58,female,bachelor's degree,some,"BBC, other satellite channels",None
05/30/2022 11:26:29,very much,"Iran International, manoto, Instagram, Twitter",Hormozgan,urban,32,male,high school diploma,little,"Radio Farda, other satellite channels","Movie and TV series, documentary programs, child programs"
05/30/2022 11:26:45,very much,"Iran International, manoto, Instagram",Tehran,urban,38,male,bachelor's degree,very much,"Facebook, other","Sports programs, art programs, documentary programs"
05/30/2022 11:26:53,much,"manoto, Instagram",Khorasan Razavi,urban,33,female,bachelor's degree,some,national television,Other plans
05/30/2022 11:27:54,very little,"Iran International, BBC, manoto, Instagram",Tehran,urban,29,female,bachelor's degree,very little,national television,"Movie and Serial, Comic Programs, Baby Programs"
05/30/2022 11:30:40,very much,"Iran International, manoto, Voice of America, Instagram, Twitter",Hormozgan,urban,32,male,high school diploma,some,"Voice of America, other satellite channels","Movie and TV series, documentary programs, child programs"
05/30/2022 11:30:44,very much,"Iran International, manoto, Instagram, Telegram",Kordestan,urban,35,female,bachelor's degree,a lot,"Voice of America, Radio Farda","Art programs, documentary programs, comic programs, lectures / discussions / dialogue"
05/30/2022 11:31:18,very much,"Iran International, manoto, Voice of America, Telegram",Khorasan Razavi,urban,33,male,bachelor's degree,some,"BBC, Voice of America, Other","Movie and TV series, sports programs, comic programs"
05/30/2022 11:32:30,very much,manoto,Esfahan,urban,34,male,high school diploma,some,BBC,"Movie and TV series, sports programs"
05/30/2022 11:32:37,very much,Iran International,Semnan,rural,35,male,high school diploma,some,BBC,Sports programs
05/30/2022 11:33:21,very much,Instagram,Yazd,urban,35,male,master's degree,some,national television,Comic programs
05/30/2022 11:33:37,much,"Iran International, BBC, manoto, Instagram",East Azarbaijan,urban,45,male,master's degree,little,"Internal newspapers, BBC, Voice of America","Movies and Serials, Educational or Lesson Programs, Documentary Programs, Comic Programs"
05/30/2022 11:34:37,much,"BBC, manoto, News websites, Instagram, Telegram, WhatsApp",Esfahan,urban,24,male,associates degree,little,national television,Movie and Serial
05/30/2022 11:37:57,much,"BBC, manoto, Radio Farda, Voice of America, News websites, Instagram, Telegram, WhatsApp, Twitter",Esfahan,urban,22,female,associates degree,little,"Internal televisioning, Internal Newspapers, BBC, Voice of America, Radio Farda, Other Satellite Channels","Movie and Serial, Comic Programs, Cooking Programs, Lecture / Discussion / Dialogue"
05/30/2022 11:38:50,very much,"Iran International, Manoto",Tehran,urban,43,male,high school diploma,some,"Voice of America, Instagram",Movie and Serial
05/30/2022 11:39:05,much,"Iran International, manoto, Instagram",Golestan,urban,20,male,bachelor's degree,very little,national television,"Movie and TV series, sports programs, comic programs"
05/30/2022 11:39:52,a little,"Iran International, manoto, Instagram",Tehran,urban,38,female,high school diploma,not at all,,"Movie and TV series, documentary programs, comic programs, cooking programs"
05/30/2022 11:40:20,very much,manoto,Zanjan,rural,30,female,associates degree,some,Instagram,Movie and Serial
05/30/2022 11:40:30,very much,"Iran International, manoto, Instagram",Esfahan,urban,30,male,high school diploma,very much,"BBC, Voice of America","Movies and TV series, art programs, documentary programs, comic programs"
05/30/2022 11:42:09,much,"manoto, telegram, Twitter",Alborz,urban,39,male,no high school diploma,some,"Radio Farda, Facebook","Movie and TV series, documentary programs, comic programs, child programs"
05/30/2022 11:45:14,much,"Iran International, manoto, Instagram, Telegram",Esfahan,urban,39,female,high school diploma,some,"BBC, Voice of America",None
05/30/2022 11:47:01,very much,"Iran International, manoto, Instagram",Tehran,urban,44,female,bachelor's degree,very much,"Internal newspapers, BBC, Voice of America","Movie and Serial, Comic Programs, Cooking Programs"
05/30/2022 11:47:54,very much,"manoto, Radio Farda, Voice of America, Instagram",Kermanshah,urban,35,female,bachelor's degree,very little,"Voice of America, other satellite channels",Movie and Serial
05/30/2022 11:49:40,much,manoto,Tehran,urban,18,male,no high school diploma,very little,national television,Movie and Serial
05/30/2022 11:51:01,very much,"Iran International, BBC, manoto, Radio Farda, Voice of America, Instagram, WhatsApp",Fars,urban,36,male,high school diploma,a lot,"BBC, Voice of America, Radio Farda, Facebook","Movie and TV series, art programs, documentary programs"
05/30/2022 11:52:44,a little,"manoto, Instagram, WhatsApp",Esfahan,urban,29,male,associates degree,some,"Internal television, News websites, other satellite channels","Educational or lesson programs, documentary programs, comic programs, none"
05/30/2022 11:55:06,very much,"Iran International, manoto, Radio Farda, Voice of America, News websites, Instagram, Twitter",Tehran,urban,30,female,master's degree,a lot,"Internal newspapers, BBC, Voice of America, News websites","Movie and Serial, Comic Programs, Speech / Discussion / Dialogue"
05/30/2022 11:56:48,very much,"Iran International, BBC, manoto, Radio Farda, Voice of America, Twitter",Fars,rural,19,male,high school diploma,not at all,,"Movie and Serial, Comic Programs, Other Programs"
05/30/2022 11:57:42,very much,"Iran International, manoto, other satellite channels, Instagram",Yazd,urban,58,female,bachelor's degree,very much,"BBC, Voice of America, Radio Farda","Movie and Serial, Comic Programs, Cooking Programs, Lecture / Discussion / Dialogue"
05/30/2022 11:59:44,very much,"Iran International, manoto, Other Satellite Channels, Instagram, WhatsApp",Tehran,urban,41,male,associates degree,a lot,"Voice of America, other satellite channels","Movie and TV series, sports programs"
05/30/2022 12:00:49,much,"BBC, manoto, Radio Farda, Voice of America, Instagram",Tehran,urban,27,male,bachelor's degree,a lot,"BBC, Voice of America, Radio Farda, other satellite channels","Movies and Serials, Sports Programs, Educational Programs, Art Programs, Documentary Programs, Comic Programs, Cooking Programs, Other Programs"
05/30/2022 12:01:44,a little,"Iran International, manoto, Instagram",Tehran,urban,24,male,bachelor's degree,not at all,,None
05/30/2022 12:03:35,very much,"Iran International, Manoto",Alborz,urban,32,male,bachelor's degree,very little,national television,"Sports programs, documentary programs, other programs"
05/30/2022 12:03:54,not at all,,Alborz,urban,52,male,high school diploma,not at all,,Comic programs
05/30/2022 12:04:01,a little,"manoto, the telegram",Tehran,urban,40,male,high school diploma,very little,"BBC, Voice of America, other satellite channels","Movie and TV series, sports programs"
05/30/2022 12:04:53,much,"Iran International, manoto, Instagram",Fars,urban,34,female,master's degree,not at all,,Movie and Serial
05/30/2022 12:08:45,a little,"Iran International, BBC, manoto, Voice of America, Instagram",Esfahan,urban,23,male,bachelor's degree,some,national television,"Movie and Serial, Sports Programs, Comic Programs, Lecture / Discussion / Dialogue"
05/30/2022 12:11:54,very much,"Iran International, manoto, Voice of America, Instagram",Tehran,urban,47,male,high school diploma,a lot,"Voice of America, Radio Farda","Movie and TV series, sports programs, religious programs"
05/30/2022 12:14:55,a little,"Iran International, BBC, manoto, Radio Farda, Voice of America, other satellite channels, news websites, Instagram, telegram, WhatsApp, Twitter, Facebook",Khuzestan,urban,35,male,bachelor's degree,some,"BBC, Voice of America, Radio, News websites, other satellite channels, Facebook, blogs, Instagram, Twitter",Sports programs
05/30/2022 12:19:17,very much,"Iran International, BBC, Instagram, Telegram",Khorasan Razavi,urban,34,male,bachelor's degree,some,"BBC, Voice of America","Sports Programs, Documentary Programs, Speech / Discussion / Dialogue"
05/30/2022 12:20:53,a little,"Other satellite channels, Instagram, telegram",Tehran,urban,59,female,bachelor's degree,some,Other satellite channels,"Movie and TV series, cooking programs, lectures / discussions / conversation"
05/30/2022 12:23:34,little,Instagram,Esfahan,urban,22,female,bachelor's degree,not at all,,"Movies and Serials, Educational or Teaching Programs, Art Programs, Documentary Programs, Comic Programs, Cooking Programs"
05/30/2022 12:23:42,much,"Iran International, manoto, Instagram",Tehran,urban,50,female,associates degree,a lot,"Voice of America, other satellite channels","Movie and TV series, documentary programs, cooking programs"
05/30/2022 12:26:14,much,"Iran International, manoto, Instagram",Tehran,rural,50,female,associates degree,a lot,"Voice of America, other satellite channels","Movie and TV series, documentary programs, cooking programs"
05/30/2022 12:27:26,very much,"Iran International, manoto, Radio Farda, Instagram",Tehran,urban,40,female,master's degree,some,"Internal newspapers, Radio Farda","Movie and Serial, Educational or Teaching Programs, Lecture / Discussion / Dialogue"
05/30/2022 12:28:02,very much,"Iran International, Manoto",Gilan,urban,53,female,bachelor's degree,some,"Voice of America, other satellite channels",None
05/30/2022 12:30:48,a little,"manoto, Instagram",Tehran,urban,31,male,bachelor's degree,little,national television,"Art programs, documentary programs, comic programs"
05/30/2022 12:31:06,much,"Iran International, manoto, Instagram",Tehran,urban,42,female,associates degree,a lot,"BBC, Voice of America","Movie and TV series, sports programs, comic programs"
05/30/2022 12:31:21,a little,"manoto, Instagram",Golestan,urban,40,female,bachelor's degree,some,Facebook,None
05/30/2022 12:32:20,very much,manoto,Lorestan,urban,40,male,high school diploma,some,Instagram,"Movie and TV series, sports programs"
05/30/2022 12:32:21,much,"Iran International, BBC, manoto, Voice of America, Other Satellite Channels, Instagram, Telegram, WhatsApp",Golestan,urban,33,male,associates degree,some,"BBC, Voice of America, other satellite channels, Instagram","Movie and TV series, documentary programs, comic programs"
05/30/2022 12:34:20,very much,"Iran International, manoto, Voice of America, Instagram, Telegram",Golestan,urban,34,male,associates degree,some,"BBC, Voice of America, other satellite channels, Instagram","Movie and TV series, documentary programs, comic programs"
05/30/2022 12:37:02,very much,manoto,Tehran,urban,20,male,associates degree,little,"Voice of America, Twitter","Movie and Serial, Comic Programs"
05/30/2022 12:37:40,much,"Iran International, Manoto",Kohgiloyeh and Boyerahmad,urban,41,male,bachelor's degree,some,"Internal newspapers, BBC, Voice of America, other satellite channels","Movies and TV series, sports programs, documentary programs, comic programs, cooking programs, child programs"
05/30/2022 12:38:32,much,"Iran International, manoto, Instagram, Telegram, WhatsApp",Fars,urban,54,female,high school diploma,some,BBC,"Comic programs, other programs"
05/30/2022 12:41:07,much,"Iran International, manoto, Instagram",East Azarbaijan,urban,48,male,master's degree,a lot,"BBC, other satellite channels","Sports programs, documentary programs, comic programs, cooking programs"
05/30/2022 12:41:14,a little,"Iran International, manoto, Instagram",Tehran,urban,26,female,bachelor's degree,some,"BBC, Voice of America, Instagram","Art programs, documentary programs, comic programs, lectures / discussions / dialogue"
05/30/2022 12:42:25,very much,"Iran International, manoto, Voice of America, Other Satellite Channels, Instagram, Telegram, Twitter",Mazandaran,urban,24,female,bachelor's degree,little,Other satellite channels,"Movies and TV series, art programs, comic programs, cooking programs, baby programs"
05/30/2022 12:44:17,a little,Voice of America,southern Khorasan,urban,33,male,bachelor's degree,not at all,,Sports programs
05/30/2022 12:46:31,much,"Iran International, manoto, Radio Farda, Voice of America",Hamedan,urban,35,male,no high school diploma,some,national television,Documentary programs
05/30/2022 12:48:54,very much,"Iran International, BBC, manoto, Instagram",Esfahan,urban,24,male,bachelor's degree,little,national television,"Movies and TV series, sports programs, training or textbooks"
05/30/2022 12:49:30,very much,manoto,Gilan,urban,38,male,bachelor's degree,some,national television,Sports programs
05/30/2022 12:55:21,very much,"manoto, Twitter",Esfahan,urban,18,other,high school diploma,some,Other satellite channels,Educational programs
05/30/2022 12:55:58,very much,"Iran International, manoto, Voice of America, Instagram",Tehran,urban,48,male,pdh and above,a lot,"BBC, Voice of America, News websites","Movie and TV series, documentary programs, comic programs"
05/30/2022 12:58:54,a little,"BBC, manoto, Voice of America",Tehran,urban,40,male,high school diploma,a lot,BBC,Documentary programs
05/30/2022 12:59:40,much,"manoto, Instagram",Fars,urban,42,male,bachelor's degree,little,"Internal television, BBC, Facebook","Documentary programs, cooking programs"
05/30/2022 13:00:00,much,"Iran International, manoto, Instagram",Tehran,urban,58,female,bachelor's degree,some,"BBC, others",Other plans
05/30/2022 13:00:48,much,"Iran International, manoto, News websites, Instagram",Alborz,urban,48,male,master's degree,a lot,"BBC, Voice of America, News websites","Movie and Serial, Sports Programs, Documentary Programs, Comic Programs, Lecture / Discussion / Dialogue"
05/30/2022 13:07:50,much,"Iran International, manoto, Instagram",Khuzestan,urban,29,male,bachelor's degree,little,national television,Comic programs
05/30/2022 13:11:15,much,"manoto, Instagram, Telegram",Qazvin,urban,26,male,high school diploma,some,national television,None
05/30/2022 13:11:50,very much,Instagram,Esfahan,urban,36,female,associates degree,some,BBC,Comic programs
05/30/2022 13:11:57,a little,"Iran International, BBC, Telegram",Khuzestan,urban,27,male,bachelor's degree,very little,national television,"Movie and TV series, cooking programs"
05/30/2022 13:15:27,very much,"Iran International, manoto, Radio Farda, WhatsApp",Alborz,urban,39,male,bachelor's degree,a lot,Instagram,"Movie and TV series, sports programs"
05/30/2022 13:23:18,very much,"Iran International, manoto, Radio Farda, Voice of America",Kerman,urban,36,female,bachelor's degree,some,"Internal television, BBC, Voice of America, Radio Farda","Documentary programs, comic programs, cooking programs"
05/30/2022 13:23:24,very much,Other satellite channels,Fars,urban,27,male,high school diploma,very little,national television,Movie and Serial
05/30/2022 13:24:39,much,Instagram,Tehran,urban,36,female,bachelor's degree,little,national television,None
05/30/2022 13:29:38,much,"Iran International, manoto, Instagram",Khorasan Razavi,urban,41,male,bachelor's degree,very much,"BBC, Voice of America","Movie and Serial, Sports Programs, Comic Programs, Lecture / Discussion / Dialogue"
05/30/2022 13:29:56,a little,manoto,Gilan,urban,35,female,bachelor's degree,little,Voice of America,Movie and Serial
05/30/2022 13:34:37,very much,manoto,Esfahan,urban,45,male,high school diploma,a lot,"Voice of America, other satellite channels, other","Movie and Serial, Comic Programs"
05/30/2022 13:36:27,very much,"manoto, Instagram, Telegram",Tehran,urban,28,female,associates degree,very little,BBC,"Movie and TV series, sports programs"
05/30/2022 13:37:06,very much,manoto,Mazandaran,urban,27,male,no high school diploma,some,BBC,"Movies and TV series, sports programs, art programs, documentary programs, comic programs, cooking programs, lectures / discussions / conversation, other programs"
05/30/2022 13:37:54,much,"Iran International, manoto, Instagram",Qazvin,urban,50,female,high school diploma,a lot,"BBC, Voice of America","Comic programs, lectures / discussions / conversation"
05/30/2022 13:40:00,very much,"Iran International, manoto, Instagram",Esfahan,urban,34,female,master's degree,some,national television,"Documentary programs, cooking programs"
05/30/2022 13:44:02,a little,"Iran International, manoto, Instagram",Tehran,urban,52,male,no high school diploma,a lot,"Voice of America, Instagram","Movie and TV series, sports programs"
05/30/2022 13:44:57,a little,"manoto, Instagram, Telegram",East Azarbaijan,urban,34,male,high school diploma,very much,"Internal newspapers, Radio Farda","Movie and Serial, Comic Programs"
05/30/2022 13:45:13,very much,"manoto, Instagram",Gilan,urban,39,male,no high school diploma,some,Other,"Movie and TV series, sports programs"
05/30/2022 13:48:30,very much,"Instagram, Telegram",Mazandaran,rural,32,male,high school diploma,some,Other satellite channels,"Sports programs, comic programs, cooking programs"
05/30/2022 13:49:46,much,Instagram,Tehran,urban,30,male,master's degree,very little,national television,None
05/30/2022 13:50:14,much,"Iran International, manoto, Instagram, Telegram",Tehran,urban,45,male,high school diploma,some,"Voice of America, other satellite channels","Movies and Serials, Sports Programs, Educational Programs, Documentary Programs, Comic Programs"
05/30/2022 13:50:55,much,"Iran International, BBC, Manoto",Tehran,urban,32,male,bachelor's degree,a lot,BBC,"Documentary programs, lectures / discussions / conversation"
05/30/2022 13:51:27,much,"Iran International, manoto, Instagram, Telegram",Qom,urban,22,male,bachelor's degree,some,"BBC, Voice of America","Movie and TV series, sports programs, other apps"
05/30/2022 13:55:14,very much,"manoto, Radio Farda, Voice of America, Instagram",Esfahan,urban,40,male,high school diploma,some,"Voice of America, Radio Farda","Educational or lesson programs, art programs, documentary programs, comic programs"
05/30/2022 13:55:46,much,"Iran International, manoto, Radio Fardaorda",Tehran,urban,32,female,high school diploma,some,"BBC, Voice of America, other satellite channels","Movie and TV series, art programs, comic programs, cooking programs, lectures / discussions / conversation"
05/30/2022 13:56:48,very much,"Iran International, BBC, manoto, Radio Farda, Voice of America, Other Satellite Channels, Instagram, Telegram, WhatsApp, Twitter, Facebook",Tehran,urban,39,male,high school diploma,some,Voice of America,"Sports programs, documentary programs, other programs"
05/30/2022 14:00:04,much,Instagram,Markazi,urban,26,male,associates degree,some,"BBC, Voice of America",Comic programs
05/30/2022 14:02:22,very much,"Iran International, manoto, Instagram, Twitter",Tehran,urban,36,female,high school diploma,very much,"BBC, Voice of America, other satellite channels, Facebook","Documentary programs, lectures / discussions / conversation"
05/30/2022 14:04:03,very much,manoto,Khuzestan,urban,43,male,associates degree,a lot,"BBC, Voice of America, Radio Farda","Movies and TV series, sports programs, art programs, documentary programs, cooking programs"
05/30/2022 14:04:05,a little,"manoto, Instagram, WhatsApp",Tehran,urban,39,female,high school diploma,very much,"Internal television, Internal Newspapers","Comic programs, cooking programs"
05/30/2022 14:09:53,very much,"manoto, Instagram, Twitter",Gilan,urban,22,male,high school diploma,little,"BBC, Voice of America","Movies and TV series, educational or lesson programs, documentary programs"
05/30/2022 14:13:08,very much,"Iran International, BBC, manoto, Radio Farda, Voice of America, Other Satellite Channels, Instagram, Telegram, WhatsApp",Markazi,urban,54,female,master's degree,very much,"Internal newspapers, Voice of America, News websites, other satellite channels, Instagram","Movie and Serials, Educational Programs or Lesson"
05/30/2022 14:14:20,very much,"Iran International, BBC, manoto, Voice of America, other satellite channels, news websites, Instagram, Telegram, WhatsApp",Markazi,urban,57,male,master's degree,very much,"Internal newspapers, BBC, Voice of America, other satellite channels, Instagram","Movie and Serials, Educational Programs or Lesson"
